edge	sum_in	sum_out
547	0.729804	8.54399
3088	3.04563	35.656
214	2.25281	5.32921
1151	0.465695	1.10164
1437	22.7585	53.837
3186	9.84973	23.3003
3012	0.783139	2.5359
3320	4.02048	13.0188
554	0.816853	4.47623
2301	0.533063	2.9211
2027	0.610273	2.12527
381	0.979794	1.73677
1798	2.50236	4.43563
1026	11.9166	5.21506
1293	65.1506	28.5117
1721	3.26043	6.78403
1419	2.65301	2.14177
2992	16.6978	13.4801
587	1.52393	3.1349
1629	1.00843	17.109
2036	0.564375	9.57513
1372	0.950724	0.226715
2860	1.79402	0.427813
543	1.08951	15.6238
3087	0.456243	10.376
213	1.5059	1.5059
2336	3.47935	8.23067
3221	2.12511	5.02711
3011	0.40332	3.52069
3319	0.627123	2.96368
553	0.1324	0.1324
2300	0.764388	7.73357
2025	0.668428	2.79411
380	0.0796907	0.380848
1799	0.0924262	0.408055
367	22.4491	9.82434
2427	55.7184	24.3839
1292	1.90631	2.48648
365	0.179399	0.37328
807	3.40011	7.07469
1418	21.9667	21.5734
2907	14.0741	11.362
2911	40.3058	32.5389
622	3.27044	6.72768
2081	2.23874	4.60534
1625	1.48016	31.0374
2035	0.0512476	2.16206
1371	1.03806	0.425986
2859	0.151659	0.0522886
544	1.00047	13.0476
2337	1.80725	9.628
3318	0.114047	0.426438
1797	0.0287512	0.272144
143	97.3796	42.6161
1415	23.8778	10.4496
364	3.89304	14.0636
806	0.0597307	0.244551
1894	30.2229	29.6817
2412	18.1697	17.8444
2906	4.24643	9.76928
2909	0.233197	0.431757
2080	1.14889	2.60392
1626	0.0697658	0.0276066
126	1.16754	0.479123
2963	0.575194	0.236041
2858	6.99111	3.67568
545	0.0146023	0.257274
2335	2.18883	16.5097
255	7.39454	27.6493
3270	2.98391	11.1573
1584	3.76679	1.64845
2295	0.530998	0.23238
405	11.1154	4.86442
1286	54.1309	23.6892
93	0.898472	3.67855
1776	1.30477	5.34202
3268	15.4482	15.1716
3314	25.9889	25.5236
2411	1.40732	1.6833
2910	0.350676	1.81606
1755	1.90053	4.30751
2075	3.47723	7.88104
1627	0.16084	0.110345
127	1.62876	1.55675
2964	1.6781	0.93805
2857	0.0560804	0.0315906
546	0.310336	3.67838
389	0.931593	3.48337
3324	4.03254	15.0783
1585	13.5444	16.2382
2294	8.28842	10.8446
404	3.86016	1.68932
3313	1.70741	4.68226
2788	0.682894	0.816809
2948	1.05578	1.26282
2908	4.97588	4.97588
1754	2.54667	11.3939
3018	1.29288	2.93027
3117	4.26511	9.66676
1628	0.0649817	0.0588239
125	0.864413	1.50978
2962	1.21587	0.899438
2856	1.08844	0.880564
542	0.00261218	0.0792184
3323	0.206256	1.90933
1583	2.9215	8.61071
403	89.8169	48.4398
2787	7.24014	22.0538
1485	15.4752	18.5099
3156	19.2097	22.9768
1693	4.31343	4.31343
2263	2.07315	2.07315
3017	3.15012	13.6976
1010	4.44246	10.0687
3369	4.82663	10.9394
1631	0.292317	0.391129
3255	1.94996	1.44249
3316	2.67995	1.98249
341	1.67447	1.35467
3025	1.66021	1.34313
808	139.23	75.0893
2492	160.726	86.6821
842	8.35411	9.99235
2905	24.6151	29.4421
431	1.12035	1.12035
2449	2.86261	2.86261
515	3.7399	8.47638
1421	3.99297	9.04996
1630	5.39E-06	5.39E-06
3254	1.0817	1.21035
829	4.11556	3.32954
1572	12.9951	10.5133
3024	1.35294	2.15622
1619	55.2073	29.7743
2924	148.884	80.2957
647	96.7335	52.1701
2577	88.0691	47.4972
841	11.692	17.4863
2904	8.73962	25.5342
514	0.955162	5.11047
1420	4.38449	18.399
1624	0.15656	0.15656
147	3.58647	4.01302
1988	2.08629	2.33441
925	2.59655	2.10064
1530	1.64153	1.32802
108	2.29039	3.65028
2698	0.960416	1.53065
325	21.9759	11.852
3398	48.433	26.1208
1804	66.8085	36.031
3523	84.0554	45.3326
2576	11.8394	18.9129
362	0.725546	1.08511
646	5.89111	8.81064
2297	4.74988	5.31479
2454	3.41196	3.81775
1989	0.193875	0.298246
924	1.13732	1.60826
1529	1.84041	3.50033
761	1.36461	2.17483
2534	2.07948	3.31415
373	48.6618	26.2441
1306	128.26	69.173
3397	2.81325	2.81325
1901	139.934	75.4691
2769	187.138	100.927
361	2.4319	8.67934
686	19.5392	29.2225
1347	13.2053	19.7497
581	0.866921	0.970026
1602	0.725818	0.812141
1987	0.974376	1.51628
1491	0.833057	1.17801
1744	1.57398	2.22574
372	14.7457	20.3493
1305	2.52849	3.08451
1294	0.448005	0.448005
1738	0.492968	0.492968
2621	62.0193	33.4481
3411	62.332	33.6168
1272	109.799	59.2165
2601	9.5229	5.13587
363	0.0472162	0.271894
13	30.6896	45.8989
1406	0.904839	1.35326
1849	1.11839	1.74039
2511	1.56452	2.43464
1490	0.224178	0.466133
371	4.67496	15.7944
727	7.1227	8.68899
2448	97.7734	119.274
982	62.8561	33.8994
2989	85.2378	45.9703
3410	65.4024	99.1336
1271	13.7405	20.2998
360	4.13448	18.1992
2474	6.36637	9.52143
3372	4.66107	6.97101
1405	14.1017	40.2928
1848	0.852842	2.13527
2510	0.146617	0.520567
1177	0.926593	1.92666
3470	1.42712	2.9674
370	1.81445	14.309
2065	36.3016	44.2843
3267	15.0666	18.3798
280	51.5193	27.7853
1304	13.3053	7.17579
877	50.4147	27.1895
1586	135.296	72.9675
211	19.1966	28.3606
1861	18.3072	27.0466
429	16.9801	25.3951
2093	10.6682	15.9552
336	11.3101	32.3161
3171	12.1447	34.7009
3469	0.256963	0.987816
369	0.0877869	1.61703
927	22.2441	27.1356
1231	6.81587	8.31469
1037	2.34375	2.85914
1174	45.8381	55.9179
1335	169.243	91.276
3172	211.39	114.006
1735	68.1218	36.7393
2378	96.7932	52.2023
2913	20.1058	29.7038
2968	9.44116	13.9481
428	4.84195	18.5416
1845	12.5936	18.8347
3522	2.45513	3.67184
368	4.57529	2.29848
1232	6.0317	19.6656
856	47.0055	57.3421
2519	34.5982	42.2064
1167	23.6279	12.7429
2697	110.937	59.8301
1426	18.6212	10.0428
2562	78.6816	42.4344
2967	0.222809	0.222809
2113	11.1159	16.6247
3352	6.09674	9.11818
630	3.98717	5.96313
709	4.49886	6.72842
1120	5.41286	2.71925
1706	2.221	1.11576
1233	1.2531	10.3452
855	0.442852	1.497
2518	15.8731	53.1398
185	230.771	124.459
2688	107.229	57.8303
1770	119.791	64.6053
2004	260.445	140.463
337	128.617	69.3653
3229	12.506	6.74472
2114	3.14501	0.6086
3351	1.39007	5.52462
306	2.41402	3.61037
3080	2.80175	4.19025
1212	4.27456	2.1474
1431	3.36615	1.69105
1705	0.619895	0.468044
1230	0.22342	4.28834
854	0.348621	0.348621
2517	0.321915	2.94985
258	127.083	68.5383
1979	95.8474	51.6922
406	63.312	34.1453
869	73.3517	39.5599
1927	239.128	128.966
3102	232.836	125.572
481	5.87838	3.17031
3452	13.2579	7.15023
328	143.006	77.1257
2605	86.4518	46.625
2112	16.6884	6.042
305	1.04026	2.77389
3081	1.67072	4.92412
1211	0.427713	0.489972
1432	1.0261	1.36016
2303	0.742266	0.560438
